title,property_size,bedrooms,bathrooms,furnishing,region,region_name,region_parent_name,is_boost,price
3bdrm Duplex in Lekki Phase 1 for sale,500,3,3,semi-furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,diamond,"₦ 600,000,000"
4bdrm Duplex in Ogba Bus-Stop for sale,500,4,4,semi-furnished,"Ogba, Ogba Bus-Stop",Ogba Bus-Stop,Ogba,diamond,"₦ 250,000,000"
4bdrm Duplex in Lekki Expressway for sale,500,4,4,semi-furnished,"Lekki, Lekki Expressway",Lekki Expressway,Lekki,diamond,"₦ 350,000,000"
"2bdrm House in With-God, Akala Express for sale",500,2,2,semi-furnished,"Ibadan, Akala Express",Akala Express,Ibadan,enterprise,"₦ 53,000,000"
"16bdrm House in Old Ife Road, Alakia for sale",400,16,4,unfurnished,"Ibadan, Alakia",Alakia,Ibadan,enterprise,"₦ 35,000,000"
8bdrm Mansion in Maitama for sale,800,8,8,semi-furnished,"Abuja (FCT), Maitama",Maitama,Abuja (FCT),enterprise,"₦ 7,500,000,000"
"4bdrm Duplex in Secured Area, Dopemu for sale",300,4,4,semi-furnished,"Alimosho, Dopemu",Dopemu,Alimosho,enterprise,"₦ 190,000,000"
"2bdrm Block of Flats in Secured Estate, Ogba GRA for sale",900,2,2,semi-furnished,"Ogba, Ogba GRA",Ogba GRA,Ogba,enterprise,"₦ 120,000,000"
"5bdrm Duplex in Estate, Ikeja GRA for sale",350,5,5,semi-furnished,"Ikeja, Ikeja GRA",Ikeja GRA,Ikeja,enterprise,"₦ 1,100,000,000"
"Furnished 2bdrm Block of Flats in Secured Area, Aguda / Ogba for sale",550,2,2,furnished,"Ogba, Aguda / Ogba",Aguda / Ogba,Ogba,enterprise,"₦ 670,000,000"
5bdrm Duplex in Magodo Gra Phase 1 for sale,500,5,5,unfurnished,"Magodo, GRA Phase 1",GRA Phase 1,Magodo,enterprise,"₦ 330,000,000"
"3bdrm Apartment in Awuse, Opebi for sale",250,3,4,unfurnished,"Ikeja, Opebi",Opebi,Ikeja,enterprise,"₦ 350,000,000"
5bdrm Duplex in Magodo Gra Phase 2 for sale,600,5,5,semi-furnished,"Magodo, GRA Phase 2 Shangisha",GRA Phase 2 Shangisha,Magodo,enterprise,"₦ 780,000,000"
4bdrm Duplex in Isheri North Opic for sale,500,4,4,unfurnished,"Ojodu, Isheri North",Isheri North,Ojodu,enterprise,"₦ 150,000,000"
"4bdrm Maisonette in Milverton, Old Ikoyi for sale",300,4,4,unfurnished,"Ikoyi, Old Ikoyi",Old Ikoyi,Ikoyi,enterprise,"₦ 1,800,000,000"
"7bdrm Mansion in Gusape, Guzape District for sale",1492,7,7,unfurnished,"Abuja (FCT), Guzape District",Guzape District,Abuja (FCT),diamond,"₦ 4,000,000,000"
4bdrm Duplex in Ikate for sale,500,4,4,semi-furnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 450,000,000"
"3bdrm Block of Flats in With Bq, Mabushi for sale",400,3,3,semi-furnished,"Abuja (FCT), Mabushi",Mabushi,Abuja (FCT),diamond,"₦ 180,000,000"
"4bdrm Duplex in Orchid, Lekki for sale",350,4,4,unfurnished,"Lagos State, Lekki",Lekki,Lagos State,diamond,"₦ 190,000,000"
5bdrm Duplex in Ologolo for sale,400,5,5,unfurnished,"Lekki, Ologolo",Ologolo,Lekki,diamond,"₦ 320,000,000"
"4bdrm Duplex in Opic, Isheri North for sale",350,4,5,semi-furnished,"Ojodu, Isheri North",Isheri North,Ojodu,enterprise,"₦ 220,000,000"
"4bdrm Duplex in Opic, Isheri North for sale",400,4,5,semi-furnished,"Ojodu, Isheri North",Isheri North,Ojodu,enterprise,"₦ 270,000,000"
2bdrm Block of Flats in Kaura for sale,300,2,2,unfurnished,"Abuja (FCT), Kaura",Kaura,Abuja (FCT),enterprise,"₦ 100,000,000"
4bdrm Duplex in Durumi for sale,350,4,4,unfurnished,"Abuja (FCT), Durumi",Durumi,Abuja (FCT),enterprise,"₦ 250,000,000"
3bdrm Apartment in Wuye for sale,100,3,4,unfurnished,"Abuja (FCT), Wuye",Wuye,Abuja (FCT),diamond,"₦ 170,000,000"
"4bdrm Duplex in A Secured Code To, Ado / Ajah for sale",350,4,5,unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,diamond,"₦ 155,000,000"
"5bdrm Duplex in A Well Secured, Chevron for sale",400,5,6,unfurnished,"Lekki, Chevron",Chevron,Lekki,diamond,"₦ 490,000,000"
3bdrm Apartment in Dawaki for sale,150,3,4,semi-furnished,"Gwarinpa, Dawaki",Dawaki,Gwarinpa,diamond,"₦ 120,000,000"
6bdrm Duplex in Jabi for sale,350,6,6,unfurnished,"Abuja (FCT), Jabi",Jabi,Abuja (FCT),diamond,"₦ 400,000,000"
"5bdrm Duplex in A Well Secured, Ikate for sale",400,5,5,unfurnished,"Lekki, Ikate",Ikate,Lekki,diamond,"₦ 570,000,000"
"4bdrm Penthouse in Ajao Estate, Airport Road / Oshodi for sale",1000,4,4,unfurnished,"Oshodi, Airport Road / Oshodi",Airport Road / Oshodi,Oshodi,diamond,"₦ 250,000,000"
4bdrm Bungalow in Ibadan for sale,1000,4,5,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 220,000,000"
3bdrm Bungalow in Ibadan for sale,312,3,3,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 45,000,000"
Furnished 5bdrm Duplex in Ibadan for sale,760,5,6,furnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 320,000,000"
4bdrm Duplex in Carlton Gate Estate for sale,700,4,4,unfurnished,"Oyo State, Ibadan",Ibadan,Oyo State,diamond,"₦ 270,000,000"
3bdrm Bungalow in Lake Estate Mopol for sale,500,3,4,semi-furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 60,000,000"
3bdrm Block of Flats in Wuse 2 for sale,1200,3,3,unfurnished,"Abuja (FCT), Wuse 2",Wuse 2,Abuja (FCT),diamond,"₦ 2,000,000,000"
Furnished 4bdrm Duplex in Phase 1 for sale,1450,4,4,furnished,"Lekki, Lekki Phase 1",Lekki Phase 1,Lekki,enterprise,"₦ 600,000,000"
5bdrm Duplex in Ado / Ajah for sale,250,5,5,unfurnished,"Ajah, Ado / Ajah",Ado / Ajah,Ajah,enterprise,"₦ 300,000,000"
"4bdrm Duplex in Orchid, Chevron for sale",250,4,4,unfurnished,"Lekki, Chevron",Chevron,Lekki,enterprise,"₦ 170,000,000"
4bdrm Duplex in Agungi for sale,1200,4,4,unfurnished,"Lekki, Agungi",Agungi,Lekki,enterprise,"₦ 180,000,000"
"2bdrm Apartment in Ikate, Lekki for sale",300,2,2,unfurnished,"Lekki, Ikate",Ikate,Lekki,enterprise,"₦ 160,000,000"
"2bdrm Apartment in Oniru, Victoria Island Extension for sale",300,2,2,unfurnished,"Victoria Island, Victoria Island Extension",Victoria Island Extension,Victoria Island,enterprise,"₦ 300,000,000"
"4bdrm Duplex in Dantata Estate, for sale",400,4,5,semi-furnished,"Abuja (FCT), Kubwa",Kubwa,Abuja (FCT),diamond,"₦ 195,000,000"
